产品编码,产品名称,领料物资ID,材料规格,领料物资名称,产品/项目,单台用量,毛坯重【KG】,产品重【KG】,铝块重【KG】,铝屑重【KG】,领料单位,默认客户
500109-00521-02-01-21,E15SBOX支架01,500109-00521-02-01-21-YL,500109-00521-02-01-21-YL,E15SBOX支架01,E15,1,0.107,0.067,0.0,0.04,外协,祥鑫
500109-00521-02-01-22,E15SBOX支架02,500109-00521-02-01-22-YL,500109-00521-02-01-22-YL,E15SBOX支架02,E15,1,0.059,0.058,0.0,0.001,外协,祥鑫
500109-00521-02-01-23,E15客户支架支撑底座01,500109-00521-02-01-23-YL,500109-00521-02-01-23-YL,E15客户支架支撑底座01,E15,2,0.074,0.074,0.0,0.0,外协,祥鑫
500109-00521-02-01-24,E15钢带安装底座（挤出6）,500109-00521-02-01-24-YL,500109-00521-02-01-24-YL,E15钢带安装底座（挤出6）,E15,3,0.046,0.04,0.0,0.006,外协,祥鑫
500109-00521-02-01-25,E15加强挤出支架01,500109-00521-02-01-25-YL,500109-00521-02-01-25-YL,E15加强挤出支架01,E15,4,0.011,0.011,0.0,0.0,外协,祥鑫
500109-00521-04-10,E15封堵片05,500109-00521-04-10-YL,500109-00521-04-10-YL,E15封堵片05,E15,1,0.05,0.048,0.0,0.002,外协,祥鑫
500109-00521-04-13,E15防爆阀封堵片,500109-00521-04-13-YL,500109-00521-04-13-YL,E15防爆阀封堵片,E15,1,0.017,0.016,0.0,0.001,外协,祥鑫
500109-00534-01-03,E15前梁（两驱）,500109-00521-01-03-YL-GY,1400,E15前梁,E15,1,6.906,6.068,0.0,0.838,机加部,祥鑫
500109-00312-01-03,E35前梁01,500109-00312-01-03-YL,455.6*119*103.88,E35前梁01,E35,1,2.912,1.926,0.0,0.986,机加部,联伟
500109-00312-01-04,E35前梁02,500109-00312-01-04-YL,280.8*119*103.88,E35前梁02,E35,1,1.81,1.354,0.0,0.456,机加部,联伟
500109-00312-01-14,E35横梁01,500109-00312-01-14-YL,1319*74*75.5,E35横梁01,E35,1,3.328,3.23,0.0,0.098,机加部,联伟
500109-00312-01-15,E35横梁02,500109-00312-01-15-YL-GY,1319*44*75.5,E35横梁02/03,E35,1,2.782,2.618,0.0,0.164,机加部,联伟
500109-00312-01-16,E35横梁03,500109-00312-01-15-YL-GY,1319*44*75.5,E35横梁02/03,E35,1,2.782,2.618,0.0,0.164,机加部,联伟
500109-00312-01-17,E35横梁04,500109-00312-01-17-YL,1044*44*75.5,E35横梁04,E35,1,2.21,2.036,0.0,0.174,机加部,联伟
500109-00312-01-19,E35纵梁,500109-00312-01-19-YL,1864.5*74.67*47.5,E35纵梁,E35,1,3.316,3.248,0.0,0.068,机加部,联伟
500109-00698-01-01,EHU-56前梁01,500109-00698-01-01-YL,1252.5,EHU-56前梁01,EHU-56,1,5.89,4.88,0.0,1.01,质检部,联伟
500109-00698-01-03,EHU-56左右边梁01,500109-00698-01-03-YL,1312.7,EHU-56左右边梁01,EHU-56,1,7.915,5.775,1.415,0.725,质检部,联伟
500109-00698-01-04,EHU-56左右边梁02,500109-00698-01-04-YL,1312.7,EHU-56左右边梁02,EHU-56,1,10.425,7.48,2.045,0.9,质检部,联伟
500109-00698-01-05,EHU-56-前侧边梁01-挤出,500109-00698-01-05-YL,52.6,EHU-56前侧边梁01,EHU-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00698-01-11,EHU-56安装梁1,500109-00677-01-11/14-YL-GY,285.9,EHU-56安装梁1/4,EHU-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00698-01-12,EHU-56安装梁2,500109-00677-01-12-YL,285.9,EHU-56安装梁2,EHU-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00698-01-14,EHU-56安装梁4,500109-00677-01-11/14-YL-GY,285.9,EHU-56安装梁1/4,EHU-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00698-01-15,EHU-56安装梁5,500109-00677-01-15-YL,121.9,EHU-56安装梁5,EHU-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00698-05-04-04,EHU-56客户支架04,500109-00698-05-04-04-YL,36,EHU-56客户支架04,EHU-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00698-05-06-001,EHU-56底座本体,500109-00698-05-06-001-YL,36,EHU-56底座本体,EHU-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00698-05-12-001,EHU-56底座本体02,500109-00698-05-12-001-YL,32,EHU-56底座本体02,EHU-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500111-00049-02-01-A,ENERS模组前梁,500111-00080-02-01-YL-GY,1114.5,ENERS模组前梁,ENERS,1,1.156,1.266,0.0,0.25,机加部,联伟
500111-00049-02-02,ENERS模组后梁,500111-00080-02-02-YL-GY,1120.8,ENERS模组后梁,ENERS,1,0.968,0.856,0.0,0.112,机加部,联伟
500110-00035-01-03,EP36-2后梁01,500110-00035-01-03-YL,1380*48*50.6,EP36-2后梁01,EP36-2,1,2.36,2.244,0.0,0.116,机加部,联伟
500110-00035-01-04-01,NZ-EP36-2左前梁,500110-00035-01-04-01-A-YL,410.02,NZ-EP36-2前梁02-1,EP36-2,1,0.652,0.589,0.0,0.063,外协,联伟
500110-00035-01-04-01-A,NZ-EP36-2前梁02-1,500110-00035-01-04-01-A-YL,410.02,NZ-EP36-2前梁02-1,EP36-2,1,0.652,0.613,0.0,0.039,质检部,联伟
500110-00035-01-04-02,NZ-EP36-2前梁02-2,500110-00035-01-04-02-YL,410.02,NZ-EP36-2前梁02-2,EP36-2,1,0.652,0.613,0.0,0.039,外协,联伟
500110-00035-01-05,EP36-2前补强梁,500110-00035-01-05-YL,1328*32.8*90.6,EP36-2前补强梁,EP36-2,1,3.496,3.206,0.0,0.29,机加部,联伟
500110-00035-01-06,EP36-2后补强梁,500110-00035-01-06-YL,1328*60.8*90.6,EP36-2后补强梁,EP36-2,1,4.378,4.08,0.0,0.298,机加部,联伟
500110-00035-01-07,EP36-2横梁,500110-00035-01-07-YL,1328*45*83.8,EP36-2横梁,EP36-2,1,3.27,3.064,0.0,0.206,机加部,联伟
500109-00326-28,EPA1-28横梁2,500109-00326-28-YL,983*96.7*61,EPA1-28横梁2,EPA1-28,1,2.65,2.63,0.0,0.02,机加部,联伟
500109-00326-80,EPA1-28下箱体纵梁01（两面孔）,500109-00326-80-YL-GY,989*90.9*22,EPA1-28下箱体纵梁,EPA1-28,1,1.55,1.5,0.0,0.05,机加部,联伟
500109-00326-81,EPA1-28下箱体纵梁02,500109-00326-80-YL-GY,989*90.9*22,EPA1-28下箱体纵梁,EPA1-28,1,1.55,1.5,0.0,0.05,机加部,联伟
500109-00314-01,EPA1-59左边梁,500109-00314-01-YL-GY,1829*116*79,EPA1-59左右梁,EPA1-59,1,6.468,4.8,1.14,0.528,机加部,联伟
500109-00314-02,EPA1-59右边梁,500109-00314-01-YL-GY,1829*116*79,EPA1-59左右梁,EPA1-59,1,6.468,4.8,1.14,0.528,机加部,联伟
500109-00314-03,EPA1-59后边梁,500109-00314-03-YL,1320*142*79,EPA1-59后边梁,EPA1-59,1,5.426,2.574,1.812,1.04,机加部,联伟
500109-00314-04,EPA1-59前边梁,500109-00314-04-YL,1320*205*79,EPA1-59前边梁,EPA1-59,1,8.23,4.028,3.108,1.094,机加部,联伟
500109-00355-01-08,EPA2横梁,500109-00355-01-08-YL,1308*24.1*85,EPA2横梁,EPA2,1,2.28,2.15,0.0,0.13,质检部,联伟
500109-00355-01-09,EPA2纵梁,500109-00355-01-09-YL,1745.42*45*90,EPA2纵梁,EPA2,1,4.45,4.3,0.0,0.15,质检部,联伟
500109-00355-01-10,EPA2前补强梁,500109-00355-01-10-YL-GY,1298*23*85,EPA2补强梁前后,EPA2,1,2.38,2.25,0.0,0.13,质检部,联伟
500109-00355-01-10（本厂）,EPA2前补强梁,500109-00355-01-10-YL-GY,1298*23*85,EPA2补强梁前后,EPA2,1,2.38,2.25,0.0,0.13,质检部,联伟
500109-00355-01-11,EPA2后补强梁,500109-00355-01-10-YL-GY,1298*23*85,EPA2补强梁前后,EPA2,1,2.38,2.25,0.0,0.13,质检部,联伟
500109-00355-01-11（本厂）,EPA2后补强梁,500109-00355-01-10-YL-GY,1298*23*85,EPA2补强梁前后,EPA2,1,2.38,2.25,0.0,0.13,质检部,联伟
500109-00042-02,ES11后边框,500109-00042-02-YL,1330*116.5*114.3,ES11后边框,ES11,1,5.43,3.128,1.288,1.014,机加部,联伟
500109-00042-06,ES11横梁左,500109-00042-06-YL-GY,1278*85*19,ES11横梁左右,ES11,1,2.16,2.01,0.1,0.05,机加部,联伟
500109-00042-07,ES11横梁右,500109-00042-06-YL-GY,1278*85*19,ES11横梁左右,ES11,1,2.16,2.01,0.1,0.05,机加部,联伟
500109-00634-01-01-01,F1L-两侧梁左,500109-00634-01-01-01/02-YL-GY,1899.4,F1L-两侧梁,F1L,1,9.538,8.03,0.71,0.798,质检部,联伟
500109-00634-01-01-02,F1L-两侧梁右,500109-00634-01-01-01/02-YL-GY,1899.4,F1L-两侧梁,F1L,1,9.538,8.03,0.71,0.798,质检部,联伟
500110-00825-01-07,F2N81支撑支架01,500110-00800-01-07-YL,135,问界-81-支撑支架01,F2N81,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00677-01-01,F3-56-前梁01,500109-00677-01-01-YL,1252.5,F3-56-前梁01,F3-56,1,5.935,5.025,0.0,0.91,质检部,联伟
500109-00677-01-01-A,F3-56-前梁01,500109-00677-01-01-YL,1252.5,F3-56-前梁01,F3-56,1,5.935,5.025,0.0,0.91,质检部,联伟
500109-00677-01-02,F3-56-后梁01,500109-00677-01-02-YL,1199.2,F3-56-后梁01,F3-56,1,2.185,1.97,0.0,0.215,质检部,联伟
500109-00677-01-02-A,F3-56-后梁01,500109-00677-01-02-YL,1199.2,F3-56-后梁01,F3-56,1,2.185,1.97,0.0,0.215,质检部,联伟
500109-00677-01-03,F3-56-左右边梁01,500109-00677-01-03-YL,1313.6,F3-56-左右边梁01,F3-56,1,9.24,6.38,1.985,0.875,质检部,联伟
500109-00677-01-03-A,F3-56-左右边梁01,500109-00677-01-03-YL,1313.6,F3-56-左右边梁01,F3-56,1,9.24,6.38,1.985,0.875,质检部,联伟
500109-00677-01-04,F3-56-左右边梁02,500109-00677-01-04-YL,1313.6,F3-56-左右边梁02,F3-56,1,7.43,5.95,0.735,0.745,质检部,联伟
500109-00677-01-07,F3-56-后侧边梁01,500109-00677-01-07/08-YL-GY,73.6,F3-56-后侧边梁01/02,F3-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00677-01-08,F3-56-后侧边梁02,500109-00677-01-07/08-YL-GY,73.6,F3-56-后侧边梁01/02,F3-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00677-01-09,F3-56-中部横梁,500109-00677-01-09-YL,1242.5,F3-56-中部横梁,F3-56,1,3.14,3.085,0.0,0.055,质检部,联伟
500109-00677-01-09-A,F3-56-中部横梁A,500109-00677-01-09-YL,1242.5,F3-56-中部横梁,F3-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00677-01-10,F3-56-膨胀梁01,500109-00677-01-10-YL,1278.8,F3-56-膨胀梁01,F3-56,1,5.575,4.955,0.0,0.62,质检部,联伟
500109-00677-05-06-001-A,F3-56-底座本体,500109-00677-05-06-001-A-YL,34.5,F3-56-底座本体,F3-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00677-05-12-001-A,F3-56-底座本体02,500109-00677-05-12-001-A-YL,30.5,F3-56-底座本体02,F3-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00999-01-01,F3-56-(RD版)-前梁01,500109-00677-01-01-YL,1252.5,F3-56-前梁01,F3-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00999-01-02,F3-56-(RD版)-后梁01,500109-00677-01-02-YL,1199.2,F3-56-后梁01,F3-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00999-01-03,F3-56-(RD版)-左右边梁01,500109-00677-01-03-YL,1313.6,F3-56-左右边梁01,F3-56,1,0.0,0.0,0.0,0.0,质检部,联伟
500109-00999-01-04,F3-56-(RD版)-左右边梁02,500109-00677-01-04-YL,1313.6,F3-56-左右边梁02,F3-56,1,0.0,0.0,0.0,0.0,质检部,联伟
5306020-RR01,F3-CCB,5306020-RR01-YL,1700,F3-CCB材料,F3-CCB,1,4.8,4.7,0.0,0.1,仓储部,博奥镁铝
500110-00848-01-01,F618-前梁01,500110-00848-01-01-YL,1277.4,F618-前梁01,F618,1,7.525,6.595,0.0,0.93,质检部,祥鑫
500110-00848-01-02,F618-后梁01,500110-00848-01-02-YL,1277.4,F618-后梁01,F618,1,2.07,1.81,0.0,0.26,质检部,祥鑫
500110-00848-01-03,F618-两侧梁01,500110-00848-01-03-YL,1331.2,F618-两侧梁01,F618,1,4.02,3.605,0.19,0.225,质检部,祥鑫
500110-00848-01-04,F618-两侧梁02,500110-00848-01-04-YL,1467.5,F618-两侧梁02,F618,1,5.65,4.52,0.66,0.47,质检部,祥鑫
500110-00848-01-05,F618-中部横梁,500110-00848-01-05-YL,1226.8,F618-中部横梁,F618,1,3.285,3.21,0.0,0.075,质检部,祥鑫
500110-00848-01-07,F618-膨胀横梁2,500110-00848-01-07-YL,1226.8,F618-膨胀横梁2,F618,1,4.505,4.3,0.0,0.205,质检部,祥鑫
500110-00848-01-15,F618-支撑梁01,500110-00848-01-15-YL,200,F618-支撑梁01,F618,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500110-00848-01-16,F618-支撑梁02,500110-00848-01-16-YL,200,F618-支撑梁02,F618,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500110-00848-01-17,F618-支撑梁03,500110-00848-01-17-YL,192.5,F618-支撑梁03,F618,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500110-00848-01-19,F618-支撑梁05,500110-00848-01-19-YL,200,F618-支撑梁05,F618,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500110-00848-01-20,F618-支撑梁09,500110-00848-01-20-YL,200,F618-支撑梁09,F618,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500110-00848-01-21,F618-支撑梁04,500110-00848-01-21-YL,200,F618-支撑梁04,F618,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500110-00848-01-22,F618-支撑梁06,500110-00848-01-22-YL,200,F618-支撑梁06,F618,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500110-00848-01-23,F618-支撑梁07,500110-00848-01-23-YL,200,F618-支撑梁07,F618,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500110-00848-01-24,F618-支撑梁08,500110-00848-01-24-YL,27,F618-支撑梁08,F618,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500110-00848-04-02,F618-支架01,500110-00848-04-02-YL,107.3,F618-支架01,F618,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500110-00848-04-35,F618-外部客户支架,500110-00848-04-35-YL,455,F618-外部客户支架,F618,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500110-00848-04-52-01,F618-支架09,500110-00848-04-52-01-YL,25,F618-支架09,F618,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500110-00848-04-54,F618-挂载01,500110-00848-04-54-YL,56,F618-挂载01,F618,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500110-00848-04-60-01,F618-客户外部支架,500110-00848-04-60-01-YL,25,F618-客户外部支架,F618,1,0.0,0.0,0.0,0.0,质检部,祥鑫
500110-00026-01-02-B,GE1-前梁,500110-00026-01-02-B-YL,667.91*125*38,GE1-前梁,GE1,1,1.67,1.15,0.0,0.52,机加部,联伟
500110-00026-01-05-A,GE1-前梁03,500110-00026-01-05-A-YL,1142.24*97.5*56,GE1-前梁03,GE1,1,2.454,2.32,0.0,0.134,机加部,联伟
500110-00026-01-06-A,GE1-横梁,500110-00026-01-06-A-YL,1150.15*117.5*20,GE1-横梁,GE1,1,2.03,1.85,0.1,0.08,机加部,联伟
300000008379,HP32底护板01,300000008379-YL,1260*359*10,HP32底护板01,HP32,1,0.0,6.629,0.0,0.0,机加部,联伟
300000008382,HP32底护板03,300000008382-YL,1260*146*10,HP32底护板03,HP32,1,0.0,2.733,0.0,0.0,机加部,联伟
300000011189,HP32底护板04,300000011189-YL,1260*310.3*10,HP32底护板04,HP32,1,0.0,5.738,0.0,0.0,机加部,联伟
300000011190,HP32底护板05,300000011190-YL,1260*101.3*10,HP32底护板05,HP32,1,0.0,1.91,0.0,0.0,机加部,联伟
300000013465,HP38-13-侧面支架1,300000013465-YL,28,HP38-13-侧面支架1,HP38-13,1,0.0,0.0,0.0,0.0,质检部,和胜
300000013466,HP38-13-侧面支架2,300000013466-YL,58,HP38-13-侧面支架2,HP38-13,1,0.0,0.0,0.0,0.0,质检部,和胜
300000014527,HP38-13-侧面支架3,300000014527-YL,32,HP38-13-侧面支架3,HP38-13,1,0.0,0.0,0.0,0.0,质检部,和胜
300000015643,HP71-加强梁01,300000015643/44-YL-GY,165.92*20*20,HP71-加强梁01/02,HP71,1,0.0,0.0,0.0,0.0,质检部,和胜
300000015644,HP71-加强梁02,300000015643/44-YL-GY,165.92*20*20,HP71-加强梁01/02,HP71,1,0.0,0.0,0.0,0.0,质检部,和胜
300000016759,HP80-后膨胀梁,300000016759-YL,966,HP80-后膨胀梁,HP80,1,2.495,2.455,0.0,0.04,质检部,和胜
300000016761,HP80-前梁,300000016761-YL,1021.5,HP80-前梁,HP80,1,5.36,5.085,0.0,0.275,质检部,和胜
500109-00561-01-01-01,J90A右边框,500109-00561-01-01-02-YL-GY,1830,J90A左右边框,J90A,1,6.6,5.05,1.1,0.45,机加部,祥鑫
500109-00561-01-01-02,J90A左边框,500109-00561-01-01-02-YL-GY,1830,J90A左右边框,J90A,1,6.6,5.05,1.1,0.45,机加部,祥鑫
43071-56C00-000,JL5500YS电池托架,43071-56C00-000-YL,43071-56C00-000-YL,JL5500YS电池托架,JL5500YS,1,0.0,0.0,0.0,0.0,机加部,嘉龙
43081-56C00-000,JL5500YS电池上支架,43081-56C00-000-YL,43081-56C00-000-YL,JL5500YS电池上支架,JL5500YS,1,0.0,0.0,0.0,0.0,机加部,嘉龙
43691-56C00-000,JL5500YS导链器支架00,43691-56C00-000-YL,43691-56C00-000-YL,JL5500YS导链器支架,JL5500YS,1,0.0,0.0,0.0,0.0,机加部,嘉龙
500111-00080-02-01,M2模组前梁,500111-00080-02-01-YL-GY,1114.5,M2模组前梁,M2模组,1,1.156,1.266,0.0,0.25,机加部,联伟
500111-00080-02-02,M2模组后梁,500111-00080-02-02-YL-GY,1120.8,M2模组后梁,M2模组,1,0.968,0.856,0.0,0.112,机加部,联伟
500109-00396-01-01-01-A,MS11两侧梁-1,500109-00396-01-01-01-A-YL,2061.5,MS11两侧梁-1,MS11,1,10.226,9.714,0.0,0.512,质检部,锦佳盛
500109-00396-01-01-02-A,MS11两侧梁-2,500109-00396-01-01-02-A-YL,2061.5,MS11两侧梁-2,MS11,1,10.226,9.816,0.0,0.41,质检部,锦佳盛
500109-00396-01-02-A,MS11前梁,500109-00396-01-02-A-YL,1399,MS11前梁,MS11,1,10.292,7.62,0.984,1.688,质检部,锦佳盛
500109-00396-01-03-A,MS11后梁,500109-00396-01-03-A-YL,1363.4,MS11后梁,MS11,1,6.04,4.518,0.472,1.05,质检部,锦佳盛
500109-00396-01-07,MS11-5加强块01,500109-00396-01-07-YL,500109-00396-01-07-YL,MS11-5加强块01,MS11,1,0.147,0.14,0.0,0.007,外协,锦佳盛
500109-00396-01-08,MS11-5加强块02,500109-00396-01-08-YL,500109-00396-01-08-YL,MS11-5加强块02,MS11,2,0.113,0.11,0.0,0.003,外协,锦佳盛
500109-00396-01-11-A,MS11膨胀梁,500109-00396-01-11-A-YL,1399,MS11膨胀梁,MS11,1,3.534,3.318,0.0,0.216,质检部,锦佳盛
500109-00396-01-15-01,MS11-5加强块03-1,500109-00396-01-15-01-YL,500109-00396-01-15-01-YL,MS11-5加强块03-1,MS11,1,0.132,0.119,0.0,0.013,外协,锦佳盛
500109-00396-01-15-02,MS11-5加强块03-2,500109-00396-01-15-02-YL,500109-00396-01-15-02-YL,MS11-5加强块03-2,MS11,1,0.132,0.119,0.0,0.013,外协,锦佳盛
P0R-1701-001-01,P0R中部横梁,P0R-1701-001-01-YL,1382,P0R中部横梁,P0R,1,0.0,0.0,0.0,0.0,机加部,誉寰
P0R-1701-001-02,P0R左边梁,P0R-1701-001-03-YL-GY,2023.7,P0R左右边梁,P0R,1,0.0,0.0,0.0,0.0,机加部,誉寰
P0R-1701-001-03,P0R右边梁,P0R-1701-001-03-YL-GY,2023.7,P0R左右边梁,P0R,1,0.0,0.0,0.0,0.0,机加部,誉寰
P0R-1701-001-04,P0R支撑板1,P0R-1701-001-04-YL,1430,P0R支撑板1,P0R,1,0.0,0.0,0.0,0.0,机加部,誉寰
P0R-1701-001-05,P0R支撑板2,P0R-1701-001-05-YL,1430,P0R支撑板2,P0R,1,0.0,0.0,0.0,0.0,机加部,誉寰
500109-00293-10-01-11-L,PMA1两侧梁-左,500109-00276-10-01-11-L-YL-GY,1738.72*132*107.9,SEA1两侧梁,PMA1,1,10.65,9.8,0.242,0.608,机加部,联伟
500109-00293-10-01-11-R,PMA1两侧梁-右,500109-00276-10-01-11-L-YL-GY,1738.72*132*107.9,SEA1两侧梁,PMA1,1,10.65,9.8,0.242,0.608,机加部,联伟
500109-00293-10-02,PMA1后梁01(平伟命名前梁)（293）,500109-00276-10-02-YL-GY,912*132*45.9,PMA1后梁01,PMA1,1,2.29,1.82,0.0,0.47,机加部,联伟
500109-00293-10-03,PMA1前梁,500109-00276-10-03-YL-GY,1440*219.5*132,SEA1前梁,PMA1,1,13.1,8.03,2.708,2.362,机加部,联伟
500109-00293-10-07,PMA1后补强梁,500109-00276-10-07-YL-GY,1338.2*84.3*26.5,PMA1后补强梁,PMA1,1,3.15,3.05,0.0,0.1,机加部,联伟
500109-00562-10-01-11-01,PMA1两侧梁-左（国际）,500109-00562-10-01-11-01-YL-GY,1738.7,PMA1两侧梁左右（国际）,PMA1,1,10.65,9.8,0.0,0.608,质检部,联伟
500109-00562-10-01-11-02,PMA1两侧梁-右（国际）,500109-00562-10-01-11-01-YL-GY,1738.7,PMA1两侧梁左右（国际）,PMA1,1,10.65,9.8,0.242,0.608,质检部,联伟
500109-00562-10-03,PMA1前梁（国际）,500109-00276-10-03-YL-GY,1440*219.5*132,SEA1前梁,PMA1,1,13.1,8.03,2.708,2.362,质检部,联伟
500604-00378-CNC,PMA1底护板-CNC（海外版）,500604-00337-CNC-YL,1455,SEA1底护板-CNC,PMA1,1,37.85,36.5,0.85,0.5,质检部,联伟
2.A.02.6184-OSP00,PP-0168-右边梁,2.A.02.6184-OSP00-YL,1470.5,PP-0168-右边梁,PP-0168,1,9.78,5.41,2.895,1.475,质检部,长盈精密
2.A.02.6186-OSP00,PP-0168-左边梁,2.A.02.6186-OSP00-YL,1470.5,PP-0168-左边梁,PP-0168,1,10.18,6.81,1.74,1.63,质检部,长盈精密
2.A.02.6188-OSP00,PP-0168-后边梁,2.A.02.6188-OSP00-YL,739.5,PP-0168-后边梁,PP-0168,1,1.9,1.13,0.0,0.77,质检部,长盈精密
2.A.02.6190-OSP00,PP-0168-横梁1,2.A.02.6190-OSP00-YL,660.1,PP-0168-横梁1,PP-0168,1,1.22,1.09,0.0,0.13,质检部,长盈精密
2.A.02.6192-OSP00,PP-0168-横梁2,2.A.02.6192-OSP00-YL,714.2,PP-0168-横梁2,PP-0168,1,1.025,0.95,0.0,0.075,质检部,长盈精密
2.A.02.6194-OSP00,PP-0168-纵梁,2.A.02.6194-OSP00-YL,499.5,PP-0168-纵梁,PP-0168,1,0.998,0.638,0.0,0.36,质检部,长盈精密
2.A.02.6196-OSP00,PP-0168-安装梁1,2.A.02.6196-OSP00-YL,284,PP-0168-安装梁1,PP-0168,1,0.197,0.19,0.0,0.007,质检部,长盈精密
2.A.02.6198-OSP00,PP-0168-安装梁2,2.A.02.6198-OSP00-YL,180.5,PP-0168-安装梁2,PP-0168,1,0.123,0.116,0.0,0.007,质检部,长盈精密
2.A.02.6200-OSP00,PP-0168-前边梁,2.A.02.6200-OSP00-YL,502.8,PP-0168-前边梁,PP-0168,1,1.028,0.687,0.0,0.341,质检部,长盈精密
2.A.02.6212-OSP00,PP-0168-BDU安装块,2.A.02.6212-OSP00-YL,19.6,PP-0168-BDU安装块,PP-0168,1,0.0,0.0,0.0,0.0,质检部,长盈精密
14038060-00-01,PP7后梁,14038060-00-01-YL,795,PP7后梁,PP7,1,0.0,0.0,0.0,0.0,机加部,祥鑫
14038060-00-02,PP7后右斜梁,14038060-00-02-YL,14038060-00-02-YL,PP7后右斜梁,PP7,1,0.0,0.0,0.0,0.0,外协,祥鑫
14038060-00-03,PP7后左斜梁,14038060-00-03-YL,14038060-00-03-YL,PP7后左斜梁,PP7,1,0.0,0.0,0.0,0.0,外协,祥鑫
14038060-00-05,PP7后加强梁1,14038060-00-05-YL,14038060-00-05-YL,PP7后加强梁1,PP7,2,0.0,0.0,0.0,0.0,外协,祥鑫
14038060-00-16,PP7前加强梁1,14038060-00-16-YL,14038060-00-16-YL,PP7前加强梁1,PP7,1,0.0,0.0,0.0,0.0,外协,祥鑫
14038060-00-17,PP7前加强梁2,14038060-00-17-YL,14038060-00-17-YL,PP7前加强梁2,PP7,1,0.0,0.0,0.0,0.0,外协,祥鑫
14038060-00-18,PP7前加强梁3,14038060-00-18-YL,14038060-00-18-YL,PP7前加强梁3,PP7,1,0.0,0.0,0.0,0.0,外协,祥鑫
14038060-00-19,PP7前加强梁4,14038060-00-19-YL,14038060-00-19-YL,PP7前加强梁4,PP7,1,0.0,0.0,0.0,0.0,外协,祥鑫
14038060-00-20,PP7搭铁块1,14038060-00-20-YL,14038060-00-20-YL,PP7搭铁块1,PP7,2,0.0,0.0,0.0,0.0,外协,祥鑫
RDME91-00516-01-002,RDME91-后梁新增02,RDME91-00516-01-002-YL,RDME91-00516-01-003,RDME91-后梁新增02,RDME91,1,0.0,0.0,0.0,0.0,外协,元新隆
RDME91-00520-01-003,RDME91-安装梁002,RDME91-00520-01-003-YL,RDME91-00520-01-003-YL,RDME91-安装梁002,RDME91,1,0.0,0.0,0.0,0.0,外协,元新隆
SD01-61KWH-B-XC-001,SD01前边框,SD01-61KWH-B-XC-001-YL,1318.88,SD01前边框,SD01-61,1,3.275,2.86,0.0,0.415,质检部,祥鑫
SD01-61KWH-B-XC-002,SD01左边框,SD01-61KWH-B-XC-002/3-YL-GY,1468.8,SD01左右边框,SD01-61,1,6.58,6.106,0.23,0.244,质检部,祥鑫
SD01-61KWH-B-XC-003,SD01右边框,SD01-61KWH-B-XC-002/3-YL-GY,1468.8,SD01左右边框,SD01-61,1,6.59,6.106,0.23,0.254,质检部,祥鑫
SD01-61KWH-B-XC-004,SD01后边框,SD01-61KWH-B-XC-004-YL,955.69,SD01后边框,SD01-61,1,2.48,1.562,0.0,0.918,质检部,祥鑫
SD01-61KWH-B-XC-005,SD01左后斜边框,SD01-61KWH-B-XC-005-YL,185.32,SD01左后斜边框,SD01-61,1,0.502,0.434,0.0,0.068,质检部,祥鑫
SD01-61KWH-B-XC-006,SD01右后斜边梁,SD01-61KWH-B-XC-006-YL,185.32,SD01右后斜边梁,SD01-61,1,0.502,0.434,0.0,0.068,质检部,祥鑫
SD01-61KWH-B-XC-007,SD01纵横梁,SD01-61KWH-B-XC-007-YL,1153.1,SD01纵横梁,SD01-61,1,0.996,0.978,0.0,0.018,质检部,祥鑫
SD01-61KWH-B-XC-008,SD01前横梁,SD01-61KWH-B-XC-008-YL,1271,SD01前横梁,SD01-61,1,1.69,1.62,0.04,0.03,质检部,祥鑫
