单据号,物资编码,物资名称,计量单位,入出库编码,入出库类型,入出库标识,库房,业务时间,数量,核算期,审核人,部门,用途,合作伙伴,单据描述,行描述,要货日期,审核时间
BGC260525038,500104-00518-01-010-01/02-C-YL,小卡三代-左右边框,个,CRK04,生产领用,C,原材料库,2026/5/25 14:03:01,21,202605,YXL-JG0131,李浩然,生产,,生产领料,R20260525-6148-CQYXL,2026/5/25 0:00:00,2026/5/25 14:06:18
RZZ260525275,500109-00515-01-01-01,37KWH后梁-01,件,CRK31,检验入库,R,在制成品库,2026/5/25 14:01:39,100,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R260523014-000-CQYXL-1590,2026/5/25 0:00:00,2026/5/25 14:03:31
RZZ260525282,500109-00515-01-01-01,37KWH后梁-01,件,CRK31,检验入库,R,在制成品库,2026/5/25 14:01:39,900,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R260523014-000-CQYXL-1590,2026/5/25 0:00:00,2026/5/25 14:24:21
RZZ260525274,10062035-0-07,025AC纵梁,件,CRK31,检验入库,R,在制成品库,2026/5/25 13:59:18,200,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260522-5948-CQYXL-1443,2026/5/25 0:00:00,2026/5/25 14:03:29
RZZ260525272,BP45A-XC-13,BP45（76）A吊耳02,件,CRK31,检验入库,R,在制成品库,2026/5/25 13:51:44,1092,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R260522006-000-CQYXL-1456,2026/5/25 0:00:00,2026/5/25 13:54:20
RZZ260525272,SD01-61KWH-B-XC-009,SD01中横梁,件,CRK31,检验入库,R,在制成品库,2026/5/25 13:51:44,150,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260523-6016-CQYXL-1563,2026/5/25 0:00:00,2026/5/25 13:54:20
BGC260525037,500104-00518-01-010-01/02-C-YL,小卡三代-左右边框,个,CRK04,生产领用,C,原材料库,2026/5/25 13:51:01,20,202605,YXL-JG0027,徐远平,生产,,生产领料,R20260524-6053-CQYXL,2026/5/25 0:00:00,2026/5/25 13:54:19
RZZ260525268,5040076374-XC-14,DJ2436中部横梁,件,CRK31,检验入库,R,在制成品库,2026/5/25 13:40:41,163,202605,YXL-ZL0006,机加1班,检验入库,,产品包装扫码入库,R20260522-5969-CQYXL-1399,2026/5/25 0:00:00,2026/5/25 13:42:17
BGC260525036,10062035-0-07-YL,025AC纵梁,个,CRK04,生产领用,C,原材料库,2026/5/25 12:39:00,39,202605,YXL-JG0027,徐远平,生产,,生产领料,R20260525-6089-CQYXL,2026/5/25 0:00:00,2026/5/25 12:42:20
RZZ260525247,500110-00799-01-03,AWT87.3-横梁02,件,CRK31,检验入库,R,在制成品库,2026/5/25 12:37:32,89,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260518-5747-CQYXL-0759,2026/5/25 0:00:00,2026/5/25 12:39:20
BGC260525035,500110-00799-01-02,AWT87.3-横梁01,个,CRK04,生产领用,C,二次机加库,2026/5/25 12:27:02,100,202605,YXL-JG0108W,劳务4,生产,,生产领料,R20260525-6112-CQYXL,2026/5/25 0:00:00,2026/5/25 12:30:16
BGC260525034,10062035-0-07-YL,025AC纵梁,个,CRK04,生产领用,C,原材料库,2026/5/25 11:36:50,2,202605,CQYXL0012,徐远平,生产新增领料,,生产领退料,R20260524-6049-CQYXL,2026/5/25 0:00:00,2026/5/25 11:42:17
RZZ260525225,SD01-61KWH-B-XC-009,SD01中横梁,件,CRK31,检验入库,R,在制成品库,2026/5/25 11:29:04,44,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260523-6016-CQYXL-1688,2026/5/25 0:00:00,2026/5/25 11:33:32
RZZ260525225,SD01-61KWH-B-XC-009,SD01中横梁,件,CRK31,检验入库,R,在制成品库,2026/5/25 11:29:04,120,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260523-6016-CQYXL-1645,2026/5/25 0:00:00,2026/5/25 11:33:33
BGC260525033,10062035-0-07-YL,025AC纵梁,个,CRK04,生产领用,C,原材料库,2026/5/25 11:21:01,100,202605,YXL-JG0027,徐远平,生产,,生产领料,R20260524-6049-CQYXL,2026/5/25 0:00:00,2026/5/25 11:24:20
BGR260525032,500109-00312-01-19-YL,E35纵梁,个,CRK07,领料退库,R,原材料库,2026/5/25 11:18:19,102,202605,CQYXL0012,徐远平,生产多余退库,,生产领退料,R20260523-6014-CQYXL,2026/5/25 0:00:00,2026/5/25 11:21:17
BGC260525031,500104-00518-01-05-B-YL,小卡三代-后膨胀梁,个,CRK04,生产领用,C,原材料库,2026/5/25 11:18:01,9,202605,YXL-JG0131,李浩然,生产,,生产领料,R20260525-6163-CQYXL,2026/5/25 0:00:00,2026/5/25 11:21:16
BGC260525030,10062035-0-03/11-YL-GY,025AC左右边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 11:15:01,17,202605,YXL-JG0131,李浩然,生产,,生产领料,R20260524-6050-CQYXL,2026/5/25 0:00:00,2026/5/25 11:18:28
ZZKCK260525006,10062035-0-04-A,025AC后边梁,个,CRK32,包装出库,C,在制成品库,2026/5/25 11:09:08,156,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260525_9011,2026/5/25 0:00:00,2026/5/25 11:12:18
CCPRK260525006,10062035-0-04-A,025AC后边梁,个,CRK03,完工入库,R,成品库,2026/5/25 11:09:08,156,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260525_9011,2026/5/25 0:00:00,2026/5/25 11:12:17
PD202605-05160,500104-00518-01-05-B-YL,小卡三代-后膨胀梁,个,CRK20,盘点入库,R,原材料库,2026/5/25 10:53:16,118,202605,YXL-024,仓储部,盘点调账,,PD202605-0516,"2026.5.23材料到货59,1切3后成177",2026/5/25 0:00:00,2026/5/25 10:57:17
PD202605-05150,10062035-0-05-YL,025AC前横梁,个,CRK20,盘点入库,R,原材料库,2026/5/25 10:49:45,8,202605,YXL-024,仓储部,盘点调账,,PD202605-0515,2026/5/25 8:03:23机加完工,2026/5/25 0:00:00,2026/5/25 10:51:18
PD202605-05150,500104-00518-01-03-C-YL,小卡三代-前边框梁,个,CRK20,盘点入库,R,原材料库,2026/5/25 10:49:45,29,202605,YXL-024,仓储部,盘点调账,,PD202605-0515, 2026/5/23 3:39:17机加完工,2026/5/25 0:00:00,2026/5/25 10:51:19
PD202605-05151,500109-00312-01-15-YL-GY,E35横梁02/03,个,CRK22,盘点出库,C,原材料库,2026/5/25 10:49:45,12,202605,YXL-024,仓储部,盘点调账,,PD202605-0515, 2026/5/24 23:03:22机加完工,2026/5/25 0:00:00,2026/5/25 10:51:19
BGR260525029,500110-00848-01-07-YL,F618-膨胀横梁2,个,CRK07,领料退库,R,原材料库,2026/5/25 10:48:37,10,202605,CQYXL0012,张浩林,生产多余退库,,生产领退料,R20260523-6034-CQYXL,2026/5/25 0:00:00,2026/5/25 10:51:18
BGC260525028,500109-00312-01-19-YL,E35纵梁,个,CRK04,生产领用,C,原材料库,2026/5/25 10:36:01,52,202605,YXL-JG0107W,劳务3,生产,,生产领料,R20260525-6136-CQYXL,2026/5/25 0:00:00,2026/5/25 10:39:19
RZZ260525206,500104-00518-01-04-A,小卡三代-前膨胀梁,件,CRK31,检验入库,R,在制成品库,2026/5/25 10:31:57,150,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R260523005-000-CQYXL-1562,2026/5/25 0:00:00,2026/5/25 10:33:31
ZZKCK260525005,10062035-0-03,025AC左边梁,个,CRK32,包装出库,C,在制成品库,2026/5/25 10:30:06,120,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260525_9010,2026/5/25 0:00:00,2026/5/25 10:33:29
CCPRK260525005,10062035-0-03,025AC左边梁,个,CRK03,完工入库,R,成品库,2026/5/25 10:30:06,120,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260525_9010,2026/5/25 0:00:00,2026/5/25 10:33:27
ZZKCK260525004,500110-00799-01-02,AWT87.3-横梁01,个,CRK32,包装出库,C,在制成品库,2026/5/25 9:51:08,200,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260525_9009,2026/5/25 0:00:00,2026/5/25 9:54:20
CCPRK260525004,500110-00799-01-02,AWT87.3-横梁01,个,CRK03,完工入库,R,成品库,2026/5/25 9:51:08,200,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260525_9009,2026/5/25 0:00:00,2026/5/25 9:54:19
RZZ260525192,10062035-0-03,025AC左边梁,件,CRK31,检验入库,R,在制成品库,2026/5/25 9:49:51,50,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260523-5993-CQYXL-1695,2026/5/25 0:00:00,2026/5/25 9:51:18
ZZKCK260525003,10062035-0-11,025AC右边梁,个,CRK32,包装出库,C,在制成品库,2026/5/25 9:39:09,120,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260525_9008,2026/5/25 0:00:00,2026/5/25 9:42:20
CCPRK260525003,10062035-0-11,025AC右边梁,个,CRK03,完工入库,R,成品库,2026/5/25 9:39:08,120,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260525_9008,2026/5/25 0:00:00,2026/5/25 9:42:20
BGC260525025,10062035-0-05-YL,025AC前横梁,个,CRK04,生产领用,C,原材料库,2026/5/25 9:38:44,1,202605,CQYXL0012,劳务2,生产新增领料,,生产领退料,R20260523-6025-CQYXL,2026/5/25 0:00:00,2026/5/25 9:42:19
R260525003,BP80-XC-15,BP80-前梁,个,CRK11,外协入库,R,转序库,2026/5/25 9:36:42,513,202605,YXL-024,,外协入库,,,,2026/5/25 0:00:00,2026/5/25 9:39:19
R260525003,BP76A-XC-07,BP76A-右边梁,个,CRK11,外协入库,R,转序库,2026/5/25 9:36:42,245,202605,YXL-024,,外协入库,,,,2026/5/25 0:00:00,2026/5/25 9:39:19
R260525003,BP45B-XC-01,BP45B前边梁,个,CRK11,外协入库,R,转序库,2026/5/25 9:36:42,240,202605,YXL-024,,外协入库,,,,2026/5/25 0:00:00,2026/5/25 9:39:20
RZZ260525186,500110-00799-01-02,AWT87.3-横梁01,件,CRK31,检验入库,R,在制成品库,2026/5/25 9:32:10,100,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260522-5979-CQYXL-1409,2026/5/25 0:00:00,2026/5/25 9:36:19
RZZ260525186,500110-00799-01-02,AWT87.3-横梁01,件,CRK31,检验入库,R,在制成品库,2026/5/25 9:32:10,100,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260522-5973-CQYXL-1430,2026/5/25 0:00:00,2026/5/25 9:36:19
R260525002,500104-00518-01-04-A,小卡三代-前膨胀梁,个,CRK11,外协入库,R,转序库,2026/5/25 9:21:01,150,202605,YXL-024,,外协入库,,,,2026/5/25 0:00:00,2026/5/25 9:24:23
R260525002,BP76A-XC-07,BP76A-右边梁,个,CRK11,外协入库,R,转序库,2026/5/25 9:21:01,245,202605,YXL-024,,外协入库,,,,2026/5/25 0:00:00,2026/5/25 9:24:24
R260525002,BP62-XC-03,BP62前横梁,个,CRK11,外协入库,R,转序库,2026/5/25 9:21:01,642,202605,YXL-024,,外协入库,,,,2026/5/25 0:00:00,2026/5/25 9:24:24
BGC260525024,10062035-0-06-YL,025AC中横梁,个,CRK04,生产领用,C,原材料库,2026/5/25 9:15:09,1,202605,CQYXL0012,劳务2,生产新增领料,,生产领退料,R20260524-6048-CQYXL,2026/5/25 0:00:00,2026/5/25 9:18:21
BGC260525023,10062035-0-04-YL,025AC后边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 9:00:01,37,202605,YXL-JG0015,王永强,生产,,生产领料,R20260524-6121-CQYXL,2026/5/25 0:00:00,2026/5/25 9:03:23
ZZKCK260525002,BP76A-XC-07,BP76A-右边梁,个,CRK32,包装出库,C,在制成品库,2026/5/25 8:51:08,160,202605,YXL-ZC0008W,机加1班,包装转出,,产品包装扫码入出库,YXL260525_9007,2026/5/25 0:00:00,2026/5/25 8:57:20
CCPRK260525002,BP76A-XC-07,BP76A-右边梁,个,CRK03,完工入库,R,成品库,2026/5/25 8:51:08,160,202605,YXL-ZC0008W,机加1班,生产入库,,产品包装扫码入出库,YXL260525_9007,2026/5/25 0:00:00,2026/5/25 8:57:20
BGC260525022,500110-00848-01-01-YL,F618-前梁01,个,CRK04,生产领用,C,原材料库,2026/5/25 8:51:01,3,202605,YXL-JG0110W,劳务6,生产,,生产领料,R20260524-6129-CQYXL,2026/5/25 0:00:00,2026/5/25 8:57:19
RZZ260525171,10062035-0-04-A,025AC后边梁,件,CRK31,检验入库,R,在制成品库,2026/5/25 8:45:14,100,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R20260522-5950-CQYXL-1452,2026/5/25 0:00:00,2026/5/25 8:48:28
RZZ260525168,500109-00312-01-04,E35前梁02,件,CRK31,检验入库,R,在制成品库,2026/5/25 8:35:13,300,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R260523014-000-CQYXL-1592,2026/5/25 0:00:00,2026/5/25 8:39:26
RZZ260525167,10062035-0-02,025AC前边梁,件,CRK31,检验入库,R,在制成品库,2026/5/25 8:32:59,360,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R260523014-000-CQYXL-1591,2026/5/25 0:00:00,2026/5/25 8:36:32
RZZ260525162,BP76A-XC-07,BP76A-右边梁,件,CRK31,检验入库,R,在制成品库,2026/5/25 8:17:47,244,202605,YXL-ZL0013W,机加1班,检验入库,,产品包装扫码入库,R260523005-000-CQYXL-1560,2026/5/25 0:00:00,2026/5/25 8:21:18
BGC260525021,500110-00799-01-03,AWT87.3-横梁02,个,CRK04,生产领用,C,二次机加库,2026/5/25 8:06:02,5,202605,YXL-JG0108W,劳务4,生产,,生产领料,R20260525-6113-CQYXL,2026/5/25 0:00:00,2026/5/25 8:09:23
BGC260525020,10062035-0-04-YL,025AC后边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 8:03:00,63,202605,YXL-JG0127,李江帅,生产,,生产领料,R20260524-6121-CQYXL,2026/5/25 0:00:00,2026/5/25 8:06:18
BGC260525019,10062035-0-05-YL,025AC前横梁,个,CRK04,生产领用,C,原材料库,2026/5/25 8:00:11,21,202605,YXL-JG0120,吴寒冰,生产,,生产领料,R20260524-6118-CQYXL,2026/5/25 0:00:00,2026/5/25 8:03:23
BGC260525019,10062035-0-04-YL,025AC后边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 8:00:11,63,202605,YXL-JG0120,吴寒冰,生产,,生产领料,R20260525-6134-CQYXL,2026/5/25 0:00:00,2026/5/25 8:03:26
BGC260525019,500104-00518-01-010-01/02-C-YL,小卡三代-左右边框,个,CRK04,生产领用,C,原材料库,2026/5/25 8:00:11,39,202605,YXL-JG0025,刘洪波,生产,,生产领料,R20260524-6053-CQYXL,2026/5/25 0:00:00,2026/5/25 8:03:29
BGC260525018,10062035-0-04-YL,025AC后边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 7:57:00,39,202605,YXL-JG0121,王晓松,生产,,生产领料,R20260524-6120-CQYXL,2026/5/25 0:00:00,2026/5/25 8:00:29
BGC260525018,500110-00848-01-01-YL,F618-前梁01,个,CRK04,生产领用,C,原材料库,2026/5/25 7:57:00,28,202605,YXL-JG0025,刘洪波,生产,,生产领料,R20260524-6129-CQYXL,2026/5/25 0:00:00,2026/5/25 8:00:31
BGC260525018,10062035-0-07-YL,025AC纵梁,个,CRK04,生产领用,C,原材料库,2026/5/25 7:57:00,92,202605,YXL-JG0025,刘洪波,生产,,生产领料,R20260524-6049-CQYXL,2026/5/25 0:00:00,2026/5/25 8:00:33
BGC260525018,10062035-0-05-YL,025AC前横梁,个,CRK04,生产领用,C,原材料库,2026/5/25 7:57:00,60,202605,YXL-JG0120,吴寒冰,生产,,生产领料,R20260524-6127-CQYXL,2026/5/25 0:00:00,2026/5/25 8:00:36
BGC260525018,500110-00799-01-02/03-YL-GY,AWT87.3-横梁01/02,个,CRK04,生产领用,C,原材料库,2026/5/25 7:57:00,83,202605,YXL-JG0127,李江帅,生产,,生产领料,R20260524-6061-CQYXL,2026/5/25 0:00:00,2026/5/25 8:00:38
BGC260525018,500104-00518-01-05-B-YL,小卡三代-后膨胀梁,个,CRK04,生产领用,C,原材料库,2026/5/25 7:57:00,34,202605,YXL-JG0121,王晓松,生产,,生产领料,R20260524-6123-CQYXL,2026/5/25 0:00:00,2026/5/25 8:00:40
BGC260525018,500104-00518-01-05-B-YL,小卡三代-后膨胀梁,个,CRK04,生产领用,C,原材料库,2026/5/25 7:57:00,7,202605,YXL-JG0025,刘洪波,生产,,生产领料,R20260524-6122-CQYXL,2026/5/25 0:00:00,2026/5/25 8:00:41
BGC260525018,2.A.02.6184-OSP00-YL,PP-0168-右边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 7:57:00,4,202605,YXL-JG0127,李江帅,生产,,生产领料,R20260524-6063-CQYXL,2026/5/25 0:00:00,2026/5/25 8:00:42
BGC260525018,500109-00312-01-19-YL,E35纵梁,个,CRK04,生产领用,C,原材料库,2026/5/25 7:57:00,1,202605,YXL-JG0106W,劳务2,生产,,生产领料,R20260524-6068-CQYXL,2026/5/25 0:00:00,2026/5/25 8:00:42
BGC260525017,500109-00677-01-10-YL,F3-56-膨胀梁01,个,CRK04,生产领用,C,原材料库,2026/5/25 7:54:01,38,202605,YXL-JG0025,刘洪波,生产,,生产领料,R20260524-6132-CQYXL,2026/5/25 0:00:00,2026/5/25 7:57:18
BGC260525017,10062035-0-03/11-YL-GY,025AC左右边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 7:54:01,33,202605,YXL-JG0121,王晓松,生产,,生产领料,R20260524-6050-CQYXL,2026/5/25 0:00:00,2026/5/25 7:57:20
BGC260525017,500109-00312-01-19-YL,E35纵梁,个,CRK04,生产领用,C,原材料库,2026/5/25 7:54:01,48,202605,YXL-JG0106W,劳务2,生产,,生产领料,R20260525-6136-CQYXL,2026/5/25 0:00:00,2026/5/25 7:57:21
BGC260525016,500110-00799-01-03,AWT87.3-横梁02,个,CRK04,生产领用,C,二次机加库,2026/5/25 7:51:02,95,202605,YXL-JG0118W,学员14,生产,,生产领料,R20260524-6078-CQYXL,2026/5/25 0:00:00,2026/5/25 7:54:26
BGR260525016,500110-00799-01-02/03-YL-GY,AWT87.3-横梁01/02,个,CRK27,二次加工,R,二次机加库,2026/5/25 7:51:01,70,202605,YXL-JG0106W,劳务2,机加生产,,生产领料,R20260524-6125-CQYXL,2026/5/25 0:00:00,2026/5/25 7:54:25
BGC260525016,10062035-0-06-YL,025AC中横梁,个,CRK04,生产领用,C,原材料库,2026/5/25 7:51:00,18,202605,YXL-JG0106W,劳务2,生产,,生产领料,R20260524-6048-CQYXL,2026/5/25 0:00:00,2026/5/25 7:54:24
BGC260525016,10062035-0-03/11-YL-GY,025AC左右边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 7:51:00,10,202605,YXL-JG0105W,劳务1,生产,,生产领料,R20260524-6046-CQYXL,2026/5/25 0:00:00,2026/5/25 7:54:21
BGC260525016,500110-00799-01-02/03-YL-GY,AWT87.3-横梁01/02,个,CRK04,生产领用,C,原材料库,2026/5/25 7:51:00,9,202605,YXL-JG0106W,劳务2,生产,,生产领料,R20260524-6125-CQYXL,2026/5/25 0:00:00,2026/5/25 7:54:23
BGC260525015,10062035-0-04-YL,025AC后边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 7:48:01,7,202605,YXL-JG0134,杨见川,生产,,生产领料,R20260524-6115-CQYXL,2026/5/25 0:00:00,2026/5/25 7:51:18
BGC260525014,500104-00518-01-010-01/02-C-YL,小卡三代-左右边框,个,CRK04,生产领用,C,原材料库,2026/5/25 7:45:00,27,202605,YXL-JG0120,吴寒冰,生产,,生产领料,R20260524-6052-CQYXL,2026/5/25 0:00:00,2026/5/25 7:48:23
BGC260525013,500110-00799-01-02/03-YL-GY,AWT87.3-横梁01/02,个,CRK04,生产领用,C,原材料库,2026/5/25 7:39:01,40,202605,YXL-JG0134,杨见川,生产,,生产领料,R20260524-6124-CQYXL,2026/5/25 0:00:00,2026/5/25 7:42:23
BGC260525013,500109-00515-01-07-YL,37KWH膨胀梁,个,CRK04,生产领用,C,原材料库,2026/5/25 7:39:01,85,202605,YXL-JG0134,杨见川,生产,,生产领料,R20260524-6064-CQYXL,2026/5/25 0:00:00,2026/5/25 7:42:24
BGC260525012,500110-00799-01-02/03-YL-GY,AWT87.3-横梁01/02,个,CRK04,生产领用,C,原材料库,2026/5/25 7:21:01,70,202605,YXL-JG0106W,劳务2,生产,,生产领料,R20260524-6125-CQYXL,2026/5/25 0:00:00,2026/5/25 7:24:20
BGC260525011,10062035-0-04-YL,025AC后边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 6:51:01,100,202605,YXL-JG0134,杨见川,生产,,生产领料,R20260524-6115-CQYXL,2026/5/25 0:00:00,2026/5/25 6:57:17
BGC260525010,10062035-0-03/11-YL-GY,025AC左右边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 6:42:00,50,202605,YXL-JG0105W,劳务1,生产,,生产领料,R20260524-6046-CQYXL,2026/5/25 0:00:00,2026/5/25 6:45:17
BGC260525010,2.A.02.6184-OSP00-YL,PP-0168-右边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 6:42:00,24,202605,YXL-JG0127,李江帅,生产,,生产领料,R20260524-6063-CQYXL,2026/5/25 0:00:00,2026/5/25 6:45:17
BGC260525009,500104-00518-01-05-B-YL,小卡三代-后膨胀梁,个,CRK04,生产领用,C,原材料库,2026/5/25 6:12:00,40,202605,YXL-JG0025,刘洪波,生产,,生产领料,R20260524-6122-CQYXL,2026/5/25 0:00:00,2026/5/25 6:15:17
BGC260525008,10062035-0-06-YL,025AC中横梁,个,CRK04,生产领用,C,原材料库,2026/5/25 5:51:00,63,202605,YXL-JG0106W,劳务2,生产,,生产领料,R20260524-6048-CQYXL,2026/5/25 0:00:00,2026/5/25 5:54:18
BGC260525007,10062035-0-04-YL,025AC后边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 3:51:00,68,202605,YXL-JG0121,王晓松,生产,,生产领料,R20260524-6120-CQYXL,2026/5/25 0:00:00,2026/5/25 3:57:21
BGC260525006,10062035-0-03/11-YL-GY,025AC左右边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 2:18:01,35,202605,YXL-JG0121,王晓松,生产,,生产领料,R20260524-6050-CQYXL,2026/5/25 0:00:00,2026/5/25 2:21:19
BGC260525005,10062035-0-04-YL,025AC后边梁,个,CRK04,生产领用,C,原材料库,2026/5/25 1:48:01,64,202605,YXL-JG0127,李江帅,生产,,生产领料,R20260524-6121-CQYXL,2026/5/25 0:00:00,2026/5/25 1:51:18
BGC260525004,500110-00799-01-02/03-YL-GY,AWT87.3-横梁01/02,个,CRK04,生产领用,C,原材料库,2026/5/25 1:21:01,50,202605,YXL-JG0134,杨见川,生产,,生产领料,R20260524-6124-CQYXL,2026/5/25 0:00:00,2026/5/25 1:24:17
BGC260525003,500110-00799-01-02,AWT87.3-横梁01,个,CRK04,生产领用,C,二次机加库,2026/5/25 0:42:02,100,202605,YXL-JG0118W,学员14,生产,,生产领料,R20260524-6077-CQYXL,2026/5/25 0:00:00,2026/5/25 0:45:17
BGC260525002,500104-00518-01-05-B-YL,小卡三代-后膨胀梁,个,CRK04,生产领用,C,原材料库,2026/5/25 0:21:00,12,202605,YXL-JG0121,王晓松,生产,,生产领料,R20260524-6123-CQYXL,2026/5/25 0:00:00,2026/5/25 0:24:17
C260526019,2.A.02.6184-OSP00-YL,PP-0168-右边梁,个,CRK80,调拨出库,C,原材料库,2026/5/25 0:00:00,373,202605,YXL-024,仓储部,生产,,,2026.5.25晚材料发宜宾生产,2026/5/25 0:00:00,2026/5/26 8:27:37
WXC260525073,10062035-0-02-YL,025AC前边梁,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,135,202605,YXL-026,仓储部,025AC前边梁,,,正合,2026/5/25 0:00:00,2026/5/25 22:18:23
WXC260525048,500110-00848-04-54-YL,F618-挂载01,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,5,202605,YXL-024,仓储部,F618-挂载01,,,阳光   补料,2026/5/25 0:00:00,2026/5/25 16:27:39
WXC260525048,500110-00848-01-15-YL,F618-支撑梁01,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,21,202605,YXL-024,仓储部,F618-支撑梁01,,,阳光   补料,2026/5/25 0:00:00,2026/5/25 16:27:45
WXC260525048,500110-00848-01-16-YL,F618-支撑梁02,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,14,202605,YXL-024,仓储部,F618-支撑梁02,,,阳光   补料,2026/5/25 0:00:00,2026/5/25 16:27:47
WXC260525048,500110-00848-01-17-YL,F618-支撑梁03,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,11,202605,YXL-024,仓储部,F618-支撑梁03,,,阳光   补料,2026/5/25 0:00:00,2026/5/25 16:27:47
WXC260525048,500110-00848-01-21-YL,F618-支撑梁04,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,1,202605,YXL-024,仓储部,F618-支撑梁04,,,阳光   补料,2026/5/25 0:00:00,2026/5/25 16:27:48
WXC260525048,500110-00848-01-19-YL,F618-支撑梁05,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,11,202605,YXL-024,仓储部,F618-支撑梁05,,,阳光   补料,2026/5/25 0:00:00,2026/5/25 16:27:49
WXC260525048,500110-00848-01-22-YL,F618-支撑梁06,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,18,202605,YXL-024,仓储部,F618-支撑梁06,,,阳光   补料,2026/5/25 0:00:00,2026/5/25 16:27:49
WXC260525048,500110-00848-01-23-YL,F618-支撑梁07,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,66,202605,YXL-024,仓储部,F618-支撑梁07,,,阳光   补料,2026/5/25 0:00:00,2026/5/25 16:27:50
WXC260525048,500110-00848-01-20-YL,F618-支撑梁09,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,6,202605,YXL-024,仓储部,F618-支撑梁09,,,阳光   补料,2026/5/25 0:00:00,2026/5/25 16:27:50
WXC260525048,500110-00848-04-02-YL,F618-支架01,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,8,202605,YXL-024,仓储部,F618-支架01,,,阳光   补料,2026/5/25 0:00:00,2026/5/25 16:27:51
WXC260525050,BP80-XC-05-YL,BP80-前横梁,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,1494,202605,YXL-024,仓储部,BP80-前横梁,,,阳光,2026/5/25 0:00:00,2026/5/25 17:03:26
WXC260525050,BP80-XC-06-YL,BP80-后横梁,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,1494,202605,YXL-024,仓储部,BP80-后横梁,,,阳光,2026/5/25 0:00:00,2026/5/25 17:03:28
WXC260525050,BP80-XC-10-YL,BP80-加强块2,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,700,202605,YXL-024,仓储部,BP80-加强块2,,,阳光,2026/5/25 0:00:00,2026/5/25 17:03:30
WXC260525050,BP80-XC-14-YL,BP80-支架02,个,CRK12,外协出库,C,原材料库,2026/5/25 0:00:00,1986,202605,YXL-024,仓储部,BP80-支架02,,,阳光,2026/5/25 0:00:00,2026/5/25 17:03:32
